2010 Employment status for age 16+, wgtd 2008-10 ACS, SSDAN/U-Mich
4
RaceEth,Gender,AgeWork,Emp
7,2,6,3
NHWhite, Black, Asian, Hispanic, AmIndian, NHOther, NHMulti
Male,Female
16-24, 25-34, 35-44, 45-54, 55-64, 65+
Empd,Unempd,NILF
3924358,764600,3703871,6452260,500159,839618,7439537,449673,942756,8604040,528866,1589587,5769914,343692,3132400,1792640,94069,10187157,
4083225,566325,3518105,5764549,371928,1874924,6418706,354961,2457323,7837909,390374,3070945,5207783,239063,4658476,1400822,64440,15121742,
643734,299022,1330559,1004727,194999,496306,1141321,147716,455646,1102929,140522,570571,583823,60662,631136,153762,10867,1007885,
791538,277656,1174647,1290922,193888,417973,1417386,146743,430933,1332165,117560,614942,721633,50992,767356,168360,11804,1711569,
257058,47693,480622,658169,36518,121164,689760,31231,62314,547306,31192,71495,321378,22794,127775,78707,5166,436676,
264389,39591,464163,590723,41471,329491,617494,37276,303849,527315,30629,240968,303017,18227,307737,60288,3129,664234,
1350485,282669,1344142,2259745,195887,341230,1985445,143338,264327,1323287,105137,276324,594136,53360,337969,141372,12843,806446,
1027085,212689,1524412,1530224,165608,1045368,1461760,136866,873285,1086791,90082,658236,494171,38426,660160,98234,6866,1291168,
50273,19110,85044,73410,13701,31217,78423,11550,30922,73396,8377,37333,39828,3591,41801,8192,767,61682,
49884,14577,83635,68784,9131,45025,76699,8084,42775,74095,6514,52405,40614,2583,52666,7928,402,83287,
13232,3919,19827,31067,3217,5007,27523,1852,3958,21124,1429,2706,9710,379,4719,2292,326,9261,
15646,2789,19522,24643,2365,13970,23130,2200,11167,18352,1653,8508,8077,458,9157,2098,230,13512,
118334,37360,170393,152248,18870,39337,127539,11829,36443,107587,10797,41189,54604,5564,44447,13748,1378,83727,
139392,33196,163460,152114,17595,56581,124744,9882,55058,109713,9031,62069,59430,3948,72352,14673,926,125233
*****
